Date,Adj Close,Capital Gains,Close,Dividends,High,Low,Open,Stock Splits,Volume
2022-10-10,9.000471115,0,9.444999695,0,9.805000305,9.149999619,9.760000229,0,412999600
2022-10-11,8.643118858,0,9.069999695,0,9.569999695,8.869999886,9.260000229,0,529747000
2022-10-12,8.624062538,0,9.050000191,0,9.319999695,8.965000153,9.114999771,0,401483800
2022-10-13,9.200587273,0,9.654999733,0,9.81000042,8.159999847,8.260000229,0,829507200
2022-10-14,8.37153244,0,8.784999847,0,9.989999771,8.729999542,9.925000191,0,670132600
2022-10-17,9.195820808,0,9.649999619,0,9.75,9.399999619,9.404999733,0,460050800
2022-10-18,9.424526215,0,9.890000343,0,10.5,9.585000038,10.43500042,0,692553800
2022-10-19,9.310175896,0,9.770000458,0,10.11999989,9.505000114,9.704999924,0,519702200
2022-10-20,9.152939796,0,9.604999542,0,10.23499966,9.479999542,9.664999962,0,529703000
2022-10-21,9.800935745,0,10.28499985,0,10.34500027,9.364999771,9.489999771,0,627458000
2022-10-24,10.13446426,0,10.63500023,0,10.73499966,9.899999619,10.31499958,0,549244000
2022-10-25,10.7443409,0,11.27499962,0,11.31999969,10.73499966,10.73999977,0,476799600
2022-10-26,10.03440285,0,10.52999973,0,11.25,10.46500015,10.59000015,0,558931800
2022-10-27,9.481703758,0,9.949999809,0,10.56000042,9.885000229,10.39500046,0,513258800
2022-10-28,10.33934402,0,10.85000038,0,10.90499973,9.854999542,9.875,0,510777200
2022-10-31,9.981993675,0,10.47500038,0,10.68500042,10.24499989,10.59000015,0,419122200
2022-11-01,9.672289848,0,10.14999962,0,10.93500042,10.10499954,10.86999989,0,430464800
2022-11-02,8.671709061,0,9.100000381,0,10.48999977,9.090000153,10.14000034,0,662952600
2022-11-03,8.171417236,0,8.574999809,0,8.975000381,8.520000458,8.824999809,0,424463600
2022-11-04,8.552591324,0,8.975000381,0,9.175000191,8.425000191,9.06499958,0,764740400
2022-11-07,8.824177742,0,9.260000229,0,9.319999695,8.854999542,9.079999924,0,401886800
2022-11-08,9.014761925,0,9.460000038,0,9.81000042,9.045000076,9.425000191,0,592112600
2022-11-09,8.385828018,0,8.800000191,0,9.350000381,8.765000343,9.265000343,0,431138200
2022-11-10,10.2202282,0,10.72500038,0,10.77000046,9.850000381,10.07499981,0,656884800
2022-11-11,10.80151939,0,11.33500004,0,11.41499996,10.56000042,10.71500015,0,614268400
2022-11-14,10.51563644,0,11.03499985,0,11.47999954,10.90999985,11.08500004,0,428451800
2022-11-15,10.9396925,0,11.47999954,0,11.97500038,11.09000015,11.82499981,0,636531400
2022-11-16,10.49657917,0,11.01500034,0,11.28999996,10.90999985,11.25,0,383358800
2022-11-17,10.41557884,0,10.93000031,0,11.10499954,10.45499992,10.47500038,0,426924400
2022-11-18,10.40604877,0,10.92000008,0,11.28999996,10.64000034,11.27999973,0,389577000
2022-11-21,10.09157944,0,10.59000015,0,10.89999962,10.48499966,10.76000023,0,288222600
2022-11-22,10.51563644,0,11.03499985,0,11.05000019,10.41499996,10.66499996,0,292477200
2022-11-23,10.83010483,0,11.36499977,0,11.43500042,11.00500011,11.02499962,0,357567000
2022-11-25,10.60616398,0,11.13000011,0,11.25,11.07499981,11.17000008,0,134753000
2022-11-28,10.13922596,0,10.64000034,0,11.13500023,10.52999973,10.89999962,0,262765200
2022-11-29,9.896226883,0,10.38500023,0,10.71000004,10.23499966,10.65999985,0,275805400
2022-11-30,11.22557259,0,11.77999973,0,11.82499981,10.32499981,10.42500019,0,545469800
2022-12-01,11.28751373,0,11.84500027,0,12.08500004,11.50500011,11.85000038,0,411007200
2022-12-02,11.15410423,0,11.70499992,0,11.81499958,11.19499969,11.22500038,0,363310000
